catalogue	title	thumbnailUrl	sources	processingLevel	areas	geoResolution	vertLevels	tempExtentBegin	tempResolutions	stacOrCswBbox	stacOrCswTbox	mainVariables	_isViewableOmi	numLayers	thumbnailMeta	tempExtentEnd	omiFigureUrl
CMEMS	Atlantic - European North West Shelf - Ocean Physics Analysis and Forecast (Low Resolution)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/NWSHELF_ANALYSISFORECAST_PHY_LR_004_001.jpg	['Numerical models']	Level 4	['Atlantic: NW European Shelf', 'Atlantic: North']	{'row': {'magnitude': 0.06, 'units': 'degree'}, 'column': {'magnitude': 0.11, 'units': 'degree'}}		2023-11-25	['Daily']	[-19.88888931274414, 40.06666564941406, 12.999671936035156, 65.00125122070312]	['2023-09-29T00:00:00.000Z', '2026-02-20T00:00:00.000Z']	['Temperature', 'Salinity', 'Sea surface height', 'Velocity', 'Mixed layer thickness']	False	15	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'Low resolution'}]}}		
CMEMS	Atlantic - European North West Shelf - Ocean Wave Analysis and Forecast	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/NWSHELF_ANALYSISFORECAST_WAV_004_014.jpg	['Numerical models']	Level 4	['Atlantic: NW European Shelf', 'Atlantic: North']	{'row': {'magnitude': 0.013, 'units': 'degree'}, 'column': {'magnitude': 0.03, 'units': 'degree'}}		2023-11-25	['Hourly']	[-16, 46, 13, 62.74324035644531]	['2023-09-29T00:00:00.000Z', '2026-02-20T23:00:00.000Z']	['Velocity', 'Wave']	False	26	{'basemapId': 'dark', 'overlays': {'tags': []}}		
CMEMS	Atlantic - European North West Shelf - Ocean Biogeochemistry Analysis and Forecast	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/NWSHELF_ANALYSISFORECAST_BGC_004_002.jpg	['Numerical models']	Level 4	['Atlantic: NW European Shelf', 'Atlantic: North']	{'row': {'magnitude': 0.06, 'units': 'degree'}, 'column': {'magnitude': 0.11, 'units': 'degree'}}	24	2023-11-25	['Daily']	[-19.88888931274414, 40.06666564941406, 12.99967098236084, 65.00125122070312]	['2023-09-29T00:00:00.000Z', '2026-02-20T00:00:00.000Z']	['Plankton', 'Nutrients', 'Oxygen', 'Carbonate system', 'Optics']	False	19	{'basemapId': 'dark', 'overlays': {'tags': []}}		
CMEMS	Atlantic- European North West Shelf- Ocean Physics Reanalysis	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/NWSHELF_MULTIYEAR_PHY_004_009.jpg	['Numerical models']	Level 4	['Atlantic: NW European Shelf', 'Atlantic: North']	{'row': {'magnitude': 0.111, 'units': 'degree'}, 'column': {'magnitude': 0.067, 'units': 'degree'}}	24	1993-01-01	['Daily', 'Monthly', 'Hourly']	[-19.88888931274414, 40.06666564941406, 12.999671936035156, 65.00125122070312]	['1993-01-01T00:00:00.000Z', '2025-12-01T00:00:00.000Z']	['Temperature', 'Salinity', 'Sea surface height', 'Velocity', 'Mixed layer thickness']	False	27	{'basemapId': 'light', 'overlays': {'tags': []}}		
CMEMS	Atlantic- European North West Shelf- Wave Physics Reanalysis	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/NWSHELF_REANALYSIS_WAV_004_015.jpg	['Numerical models']	Level 4	['Atlantic: NW European Shelf', 'Atlantic: North']	{'row': {'magnitude': 0.0135, 'units': 'degree'}, 'column': {'magnitude': 0.0303, 'units': 'degree'}}		1980-01-01	['Hourly']	[-16, 46, 13, 62.74384689331055]	['1980-01-01T00:00:00.000Z', '2025-09-30T21:00:00.000Z']	['Velocity', 'Wave']	False	19	{'basemapId': 'light', 'overlays': {'tags': []}}		
CMEMS	Atlantic- European North West Shelf- Ocean Biogeochemistry Reanalysis	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/NWSHELF_MULTIYEAR_BGC_004_011.jpg	['Numerical models']	Level 4	['Atlantic: NW European Shelf', 'Atlantic: North']	{'row': {'magnitude': 0.111, 'units': 'degree'}, 'column': {'magnitude': 0.067, 'units': 'degree'}}	24	1993-01-01	['Daily', 'Monthly']	[-19.88888931274414, 40.06666946411133, 12.999670028686523, 65.00125122070312]	['1993-01-01T00:00:00.000Z', '2025-11-30T00:00:00.000Z']	['Plankton', 'Nutrients', 'Oxygen', 'Carbonate system', 'Optics']	False	29	{'basemapId': 'light', 'overlays': {'tags': []}}		
CMEMS	GLOBAL OCEAN ALONG-TRACK L3 SEA SURFACE HEIGHTS NRT	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SEALEVEL_GLO_PHY_L3_NRT_008_044.jpg	['Satellite observations']	Level 3	['Global Ocean', 'Arctic Ocean']	{'row': {'magnitude': 7, 'units': 'km'}, 'column': {'magnitude': 7, 'units': 'km'}}		2023-11-25	['Instantaneous']	[-180, -78.55641200000001, 179.999999, 85.75155400000001]	['2022-05-03T00:00:00.000Z', '2026-02-14T16:34:55.000Z']	['Sea surface height']	False	140	{'basemapId': 'dark', 'overlays': {'tags': []}}		
CMEMS	GLOBAL OCEAN GRIDDED L4 SEA SURFACE HEIGHTS AND DERIVED VARIABLES NRT	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SEALEVEL_GLO_PHY_L4_NRT_008_046.jpg	['Satellite observations']	Level 4	['Global Ocean', 'Arctic Ocean']	{'row': {'magnitude': 0.125, 'units': 'degree'}, 'column': {'magnitude': 0.125, 'units': 'degree'}}		2023-11-25	['Daily']	[-179.9375, -89.9375, 179.9375, 89.9375]	['2022-10-04T00:00:00.000Z', '2026-02-15T00:00:00.000Z']	['Sea surface height', 'Velocity']	False	39	{'basemapId': 'dark', 'overlays': {'tags': []}}		
CMEMS	GLOBAL OCEAN MEAN DYNAMIC TOPOGRAPHY	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SEALEVEL_GLO_PHY_MDT_008_063.jpg	['Satellite observations']	Level 4	['Global Ocean', 'Arctic Ocean', 'Baltic Sea', 'Atlantic: Iberia-Biscay-Ireland', 'Atlantic: North', 'Atlantic: NW European Shelf']	{'row': {'magnitude': 0.125, 'units': 'degree'}, 'column': {'magnitude': 0.125, 'units': 'degree'}}		1993-01-01	['Multi-yearly']	[-179.9375, -89.9375, 179.9375, 89.9375]	['2003-01-01T00:00:00.000Z', '2003-01-01T00:00:00.000Z']	['Sea surface height']	False	9	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'MDT'}]}}		
CMEMS	GLOBAL OCEAN GRIDDED NORMALIZED MEASUREMENT NOISE OF SEA LEVEL ANOMALIES	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SEALEVEL_GLO_PHY_NOISE_L4_STATIC_008_033.jpg	['Satellite observations']	Level 4	['Global Ocean']	{'row': {'magnitude': 0.25, 'units': 'degree'}, 'column': {'magnitude': 0.25, 'units': 'degree'}}			['Multi-yearly']	[-179.875, -89.875, 179.875, 89.875]		['Sea surface height']	False	1	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'Noise'}]}}		
CMEMS	BLACK SEA MEAN DYNAMIC TOPOGRAPHY	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SEALEVEL_BLK_PHY_MDT_L4_STATIC_008_067.jpg	['Satellite observations']	Level 4	['Black Sea']	{'row': {'magnitude': 0.0625, 'units': 'degree'}, 'column': {'magnitude': 0.0625, 'units': 'degree'}}		1993-01-01	['Multi-yearly']	[25.96875, 39.96875, 42.03125, 48.03125]	['2003-01-01T00:00:00.000Z', '2003-01-01T00:00:00.000Z']	['Sea surface height']	False	9	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'MDT'}]}}		
CMEMS	EUROPEAN SEAS ALONG-TRACK L3 SEA LEVEL ANOMALIES NRT	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SEALEVEL_EUR_PHY_L3_NRT_008_059.jpg	['Satellite observations']	Level 3	['Baltic Sea', 'Black Sea', 'Mediterranean Sea', 'Atlantic: Iberia-Biscay-Ireland', 'Atlantic: North', 'Atlantic: NW European Shelf', 'Europe']	{'row': {'magnitude': 7, 'units': 'km'}, 'column': {'magnitude': 7, 'units': 'km'}}		2023-11-25	['Instantaneous']	[-31.028945999999998, 18.998475, 41.73606000000001, 67.004499]	['2022-03-14T01:03:00.000Z', '2026-02-14T12:25:54.234Z']	['Sea surface height']	False	140	{'basemapId': 'dark', 'overlays': {'tags': []}}		
CMEMS	EUROPEAN SEAS GRIDDED L4 SEA SURFACE HEIGHTS AND DERIVED VARIABLES NRT	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SEALEVEL_EUR_PHY_L4_NRT_008_060.jpg	['Satellite observations']	Level 4	['Baltic Sea', 'Black Sea', 'Mediterranean Sea', 'Atlantic: Iberia-Biscay-Ireland', 'Atlantic: North', 'Atlantic: NW European Shelf', 'Europe']	{'row': {'magnitude': 0.0625, 'units': 'degree'}, 'column': {'magnitude': 0.0625, 'units': 'degree'}}		2023-11-25	['Daily']	[-30.0625, 19.9375, 42.0625, 66.0625]	['2022-10-04T00:00:00.000Z', '2026-02-15T00:00:00.000Z']	['Sea surface height', 'Velocity']	False	39	{'basemapId': 'dark', 'overlays': {'tags': []}}		
CMEMS	EUROPEAN SEAS MEAN DYNAMIC TOPOGRAPHY	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SEALEVEL_EUR_PHY_MDT_L4_STATIC_008_070.jpg	['Satellite observations']	Level 4	['Mediterranean Sea', 'Europe']	{'row': {'magnitude': 0.0625, 'units': 'degree'}, 'column': {'magnitude': 0.0625, 'units': 'degree'}}			['Multi-yearly']	[-31.96875, 19.03125, 42.09375, 66.96875]	['2003-01-01T00:00:00.000Z', '2003-01-01T00:00:00.000Z']	['Sea surface height']	False	10	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'MDT'}]}}		
CMEMS	MEDITERRANEAN SEA MEAN DYNAMIC TOPOGRAPHY	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SEALEVEL_MED_PHY_MDT_L4_STATIC_008_066.jpg	['Satellite observations']	Level 4	['Mediterranean Sea']	{'row': {'magnitude': 0.0417, 'units': 'degree'}, 'column': {'magnitude': 0.0417, 'units': 'degree'}}		1993-01-01	['Multi-yearly']	[-6.062497138977051, 29.02083969116211, 36.14582824707031, 47.0625]	['2003-01-01T00:00:00.000Z', '2003-01-01T00:00:00.000Z']	['Sea surface height']	False	9	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'MDT'}]}}		
CMEMS	GLOBAL OCEAN GRIDDED L4 SEA SURFACE HEIGHTS AND DERIVED VARIABLES REPROCESSED (COPERNICUS CLIMATE SERVICE)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SEALEVEL_GLO_PHY_CLIMATE_L4_MY_008_057.jpg	['Satellite observations']	Level 4	['Global Ocean', 'Arctic Ocean', 'Baltic Sea', 'Atlantic: Iberia-Biscay-Ireland', 'Atlantic: North', 'Atlantic: NW European Shelf']	{'row': {'magnitude': 0.25, 'units': 'degree'}, 'column': {'magnitude': 0.25, 'units': 'degree'}}		1993-01-01	['Daily']	[-179.875, -89.875, 179.875, 89.875]	['1993-01-01T00:00:00.000Z', '2025-05-01T00:00:00.000Z']	['Sea surface height']	False	16	{'basemapId': 'light', 'overlays': {'tags': []}}		
CMEMS	GLOBAL OCEAN ALONG-TRACK L3 SEA SURFACE HEIGHTS REPROCESSED (1993-ONGOING) TAILORED FOR DATA ASSIMILATION	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SEALEVEL_GLO_PHY_L3_MY_008_062.jpg	['Satellite observations']	Level 3	['Global Ocean', 'Arctic Ocean']	{'row': {'magnitude': 7, 'units': 'km'}, 'column': {'magnitude': 7, 'units': 'km'}}		1992-10-03	['Daily']	[-180, -78.517488, 179.999999, 87.98398]	['1992-10-13T00:32:22.000Z', '2025-08-02T23:50:18.000Z']	['Sea surface height']	False	203	{'basemapId': 'light', 'overlays': {'tags': []}}	2020-12-31	
CMEMS	GLOBAL OCEAN GRIDDED L4 SEA SURFACE HEIGHTS AND DERIVED VARIABLES REPROCESSED (1993-ONGOING)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SEALEVEL_GLO_PHY_L4_MY_008_047.jpg	['Satellite observations']	Level 4	['Global Ocean', 'Arctic Ocean']	{'row': {'magnitude': 0.125, 'units': 'degree'}, 'column': {'magnitude': 0.125, 'units': 'degree'}}		1993-01-01	['Daily']	[-179.9375, -89.9375, 179.9375, 89.9375]	['1993-01-01T00:00:00.000Z', '2025-08-02T00:00:00.000Z']	['Sea surface height', 'Velocity']	False	29	{'basemapId': 'light', 'overlays': {'tags': []}}		
CMEMS	EUROPEAN SEAS ALONG-TRACK L3 SEA SURFACE HEIGHTS REPROCESSED (1993-ONGOING) TAILORED FOR DATA ASSIMILATION	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SEALEVEL_EUR_PHY_L3_MY_008_061.jpg	['Satellite observations']	Level 3	['Baltic Sea', 'Black Sea', 'Mediterranean Sea', 'Atlantic: Iberia-Biscay-Ireland', 'Atlantic: North', 'Atlantic: NW European Shelf', 'Europe']	{'row': {'magnitude': 7, 'units': 'km'}, 'column': {'magnitude': 7, 'units': 'km'}}		1992-10-03	['Daily']	[-35.047833000000026, 15.000005, 47.006004, 71.028958]	['1992-10-13T05:51:26.000Z', '2025-08-02T23:28:34.000Z']	['Sea surface height']	False	203	{'basemapId': 'light', 'overlays': {'tags': []}}		
CMEMS	EUROPEAN SEAS GRIDDED L4 SEA SURFACE HEIGHTS AND DERIVED VARIABLES REPROCESSED (1993-ONGOING)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/SEALEVEL_EUR_PHY_L4_MY_008_068.jpg	['Satellite observations']	Level 4	['Global Ocean', 'Arctic Ocean', 'Baltic Sea', 'Black Sea', 'Mediterranean Sea', 'Atlantic: Iberia-Biscay-Ireland', 'Atlantic: North', 'Atlantic: NW European Shelf', 'Europe']	{'row': {'magnitude': 0.0625, 'units': 'degree'}, 'column': {'magnitude': 0.0625, 'units': 'degree'}}		1993-01-01	['Daily', 'Monthly']	[-30.03125, 19.96875, 42.03125, 66.03125]	['1993-01-01T00:00:00.000Z', '2025-08-02T00:00:00.000Z']	['Sea surface height', 'Velocity']	False	29	{'basemapId': 'light', 'overlays': {'tags': []}}		
CMEMS	Global Ocean Colour (Copernicus-GlobColour), Bio-Geo-Chemical, L3 (daily) from Satellite Observations (Near Real Time)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_GLO_BGC_L3_NRT_009_101.jpg	['Satellite observations']	Level 3	['Global Ocean']	{'row': {'magnitude': 4, 'units': 'km'}, 'column': {'magnitude': 4, 'units': 'km'}}			['Daily']	[-179.99722290039062, -89.99722290039062, 179.9972381591797, 89.99722290039062]	['2023-04-25T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Plankton', 'Optics']	False	101	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}, {'name': 'GlobColour'}]}}		
CMEMS	Global Ocean Colour (Copernicus-GlobColour), Bio-Geo-Chemical, L4 (monthly and interpolated) from Satellite Observations (Near Real Time)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_GLO_BGC_L4_NRT_009_102.jpg	['Satellite observations']	Level 4	['Global Ocean']	{'row': {'magnitude': 4, 'units': 'km'}, 'column': {'magnitude': 4, 'units': 'km'}}		2023-04-10	['Monthly', 'Daily']	[-179.99722290039062, -89.99722290039062, 179.9972381591797, 89.99722290039062]	['2023-04-01T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Plankton', 'Optics']	False	110	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}, {'name': 'GlobColour'}]}}		
CMEMS	Arctic Region, Bio-Geo-Chemical, L3, daily observation	https://catalogue.marine.copernicus.eu/documents/IMG/OCEANCOLOUR_ARC_BGC_HR_L3_NRT_009_201.png	['Satellite observations']	Level 3	['Arctic Ocean']	{'row': {'magnitude': 0.1, 'units': 'km'}, 'column': {'magnitude': 0.1, 'units': 'km'}}		2020-01-01	['Daily']	[-55, 58, 32, 90]	['2020-01-01T00:00:00.000Z', None]	['Plankton', 'Optics']	False	3	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Arctic Region, Bio-Geo-Chemical, L4, monthly means and interpolated daily observation	https://catalogue.marine.copernicus.eu/documents/IMG/OCEANCOLOUR_ARC_BGC_HR_L4_NRT_009_207.png	['Satellite observations']	Level 4	['Arctic Ocean']	{'row': {'magnitude': 0.1, 'units': 'km'}, 'column': {'magnitude': 0.1, 'units': 'km'}}		2020-01-01	['Monthly', 'Daily']	[-55, 58, 32, 90]	['2020-01-01T00:00:00.000Z', None]	['Plankton', 'Optics']	False	6	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Arctic Ocean Colour Plankton, Reflectance, Transparency and Optics L3 NRT daily observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_ARC_BGC_L3_NRT_009_121.jpg	['Satellite observations']	Level 3	['Arctic Ocean']	{'row': {'magnitude': 0.3, 'units': 'km'}, 'column': {'magnitude': 0.3, 'units': 'km'}}		2023-04-10	['Daily']	[-180, 65, 180, 90]	['2023-04-10T00:00:00.000Z', None]	['Plankton', 'Optics']	False	3	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Arctic Ocean Colour Plankton and Transparency L4 NRT monthly observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_ARC_BGC_L4_NRT_009_122.jpg	['Satellite observations']	Level 4	['Arctic Ocean']	{'row': {'magnitude': 0.3, 'units': 'km'}, 'column': {'magnitude': 0.3, 'units': 'km'}}		2016-04-26	['Monthly']	[-180, 65, 180, 90]	['2016-04-26T00:00:00.000Z', None]	['Plankton', 'Optics']	False	2	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	North Atlantic Ocean Colour Plankton, Reflectance, Transparency and Optics L3 NRT daily observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_ATL_BGC_L3_NRT_009_111.jpg	['Satellite observations']	Level 3	['Global Ocean', 'Atlantic: North']	{'row': {'magnitude': 1, 'units': 'km'}, 'column': {'magnitude': 1, 'units': 'km'}}		2023-04-10	['Daily']	[-45.99721908569336, 20.002777099609375, 12.99722671508789, 65.99722290039062]	['2023-04-25T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Plankton', 'Optics']	False	75	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Atlantic Ocean Colour (Copernicus-GlobColour), Bio-Geo-Chemical, L4 (daily interpolated) from Satellite Observations (Near Real Time)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_ATL_BGC_L4_NRT_009_116.jpg	['Satellite observations']	Level 4	['Global Ocean', 'Atlantic: North']	{'row': {'magnitude': 1, 'units': 'km'}, 'column': {'magnitude': 1, 'units': 'km'}}		2023-04-10	['Daily', 'Monthly']	[-45.99479293823242, 20.005207061767578, 12.994793891906738, 65.99478912353516]	['2025-11-01T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Plankton']	False	27	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Baltic Sea, Bio-Geo-Chemical, L3, daily observation	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_BAL_BGC_HR_L3_NRT_009_202.jpg	['Satellite observations']	Level 3	['Baltic Sea']	{'row': {'magnitude': 0.1, 'units': 'km'}, 'column': {'magnitude': 0.1, 'units': 'km'}}		2020-01-01	['Daily']	[8.999825296995105, 53.00046296296296, 31.000174703004888, 65.99953703703704]	['2020-01-01T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Plankton', 'Optics']	False	30	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Baltic Sea, Bio-Geo-Chemical, L4, monthly means and interpolated daily observation	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_BAL_BGC_HR_L4_NRT_009_208.jpg	['Satellite observations']	Level 4	['Baltic Sea']	{'row': {'magnitude': 0.1, 'units': 'km'}, 'column': {'magnitude': 0.1, 'units': 'km'}}		2020-01-01	['Monthly', 'Daily']	[8.999825296995105, 53.00046296296296, 31.000174703004888, 65.99953703703704]	['2020-01-08T00:00:00.000Z', '2026-01-01T00:00:00.000Z']	['Plankton', 'Optics']	False	22	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Baltic Sea Ocean Colour Plankton, Reflectances, Transparency and Optics L3 NRT daily observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_BAL_BGC_L3_NRT_009_131.jpg	['Satellite observations']	Level 3	['Baltic Sea']	{'row': {'magnitude': 0.3, 'units': 'km'}, 'column': {'magnitude': 0.3, 'units': 'km'}}		2023-04-10	['Daily']	[9.252659797668457, 53.251346588134766, 30.24734115600586, 65.8486557006836]	['2023-04-18T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Plankton', 'Optics']	False	39	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Baltic Sea Surface Ocean Colour Plankton from Sentinel-3 OLCI L4 monthly observations	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_BAL_BGC_L4_NRT_009_132.jpg	['Satellite observations']	Level 4	['Baltic Sea']	{'row': {'magnitude': 0.3, 'units': 'km'}, 'column': {'magnitude': 0.3, 'units': 'km'}}		2023-04-10	['Monthly']	[9.252659797668457, 53.251346588134766, 30.24734115600586, 65.8486557006836]	['2024-08-01T00:00:00.000Z', '2026-01-01T00:00:00.000Z']	['Plankton']	False	3	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Black Sea, Bio-Geo-Chemical, L3, daily observation	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_BLK_BGC_HR_L3_NRT_009_206.jpg	['Satellite observations']	Level 3	['Black Sea']	{'row': {'magnitude': 0.1, 'units': 'km'}, 'column': {'magnitude': 0.1, 'units': 'km'}}		2020-01-01	['Daily']	[26.000661375661405, 40.00046296296296, 41.999338624338655, 47.99953703703704]	['2020-01-01T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Plankton', 'Optics']	False	30	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Black Sea, Bio-Geo-Chemical, L4, monthly means and interpolated daily observation	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_BLK_BGC_HR_L4_NRT_009_212.jpg	['Satellite observations']	Level 4	['Black Sea']	{'row': {'magnitude': 0.1, 'units': 'km'}, 'column': {'magnitude': 0.1, 'units': 'km'}}		2020-01-01	['Monthly', 'Daily']	[26.000661375661405, 40.00046296296296, 41.999338624338655, 47.99953703703704]	['2020-01-02T00:00:00.000Z', '2026-01-01T00:00:00.000Z']	['Plankton', 'Optics']	False	22	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Black Sea, Bio-Geo-Chemical, L3, daily Satellite Observations (Near Real Time)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_BLK_BGC_L3_NRT_009_151.jpg	['Satellite observations']	Level 3	['Black Sea']	{'row': {'magnitude': 1, 'units': 'km'}, 'column': {'magnitude': 1, 'units': 'km'}}		2023-04-10	['Daily']	[26.501876831054688, 40.00135040283203, 41.99812316894531, 47.99864959716797]	['2023-04-29T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Plankton', 'Optics']	False	55	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Black Sea, Bio-Geo-Chemical, L4, monthly means, daily gapfree and climatology Satellite Observations (Near Real Time)	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_BLK_BGC_L4_NRT_009_152.jpg	['Satellite observations']	Level 4	['Black Sea']	{'row': {'magnitude': 4, 'units': 'km'}, 'column': {'magnitude': 4, 'units': 'km'}}		2023-04-10	['Daily', 'Monthly']	[26.501876831054688, 40.00135040283203, 41.99812316894531, 47.99864959716797]	['2022-01-01T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Plankton', 'Optics']	False	17	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Iberic Sea, Bio-Geo-Chemical, L3, daily observation	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_IBI_BGC_HR_L3_NRT_009_204.jpg	['Satellite observations']	Level 3	['Atlantic: Iberia-Biscay-Ireland', 'Atlantic: North']	{'row': {'magnitude': 0.1, 'units': 'km'}, 'column': {'magnitude': 0.1, 'units': 'km'}}		2020-01-01	['Daily']	[-19.999338624338595, 26.000462962962963, -0.0006613756613447208, 47.99953703703704]	['2020-01-01T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Plankton', 'Optics']	False	30	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Iberic Sea, Bio-Geo-Chemical, L4, monthly means and interpolated daily observation	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_IBI_BGC_HR_L4_NRT_009_210.jpg	['Satellite observations']	Level 4	['Atlantic: Iberia-Biscay-Ireland', 'Atlantic: North']	{'row': {'magnitude': 0.1, 'units': 'km'}, 'column': {'magnitude': 0.1, 'units': 'km'}}		2020-01-01	['Monthly', 'Daily']	[-19.999338624338595, 26.000462962962963, -0.0006613756613447208, 47.99953703703704]	['2020-01-01T00:00:00.000Z', '2026-01-01T00:00:00.000Z']	['Plankton', 'Optics']	False	22	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
CMEMS	Mediterranean Sea, Bio-Geo-Chemical, L3, daily observation	https://mdl-metadata.s3.waw3-1.cloudferro.com/metadata/thumbnails/OCEANCOLOUR_MED_BGC_HR_L3_NRT_009_205.jpg	['Satellite observations']	Level 3	['Mediterranean Sea']	{'row': {'magnitude': 0.1, 'units': 'km'}, 'column': {'magnitude': 0.1, 'units': 'km'}}		2020-01-01	['Daily']	[-5.999338624338596, 30.000462962962963, 36.999338624338655, 45.99953703703704]	['2020-01-01T00:00:00.000Z', '2026-02-13T00:00:00.000Z']	['Plankton', 'Optics']	False	30	{'basemapId': 'dark', 'overlays': {'tags': [{'name': 'OC'}]}}		
