id	title	type	snippet	provider	state_date	end_date	bbox	deprecated	keywords	catalog	url	license
EDF/OGIM/OGIM_v2-4_RF06_RF08	OGIM: Oil and Gas Infrastructure Mapping Database v2.4_RF06_RF08 [deprecated]	table	ee.FeatureCollection('EDF/OGIM/OGIM_v2-4_RF06_RF08')	Environmental Defense Fund - MethaneSAT	2023-11-14	2023-11-14	-110.3, 31.4, -103.1, 40.6	True	edf, emissions, ghg, infrastructure-boundaries, methane, methaneair, methanesat, table	https://storage.googleapis.com/earthengine-stac/catalog/EDF/EDF_OGIM_OGIM_v2-4_RF06_RF08.json	https://developers.google.com/earth-engine/datasets/catalog/EDF_OGIM_OGIM_v2-4_RF06_RF08	CC-BY-4.0
EDF/OGIM/current	OGIM: Oil and Gas Infrastructure Mapping Database v2.5.1	table	ee.FeatureCollection('EDF/OGIM/current')	Environmental Defense Fund - MethaneSAT	2024-05-15	2024-05-15	-180, -90, 180, 90	False	edf, emissions, ghg, infrastructure-boundaries, methane, methaneair, methanesat, table	https://storage.googleapis.com/earthengine-stac/catalog/EDF/EDF_OGIM_current.json	https://developers.google.com/earth-engine/datasets/catalog/EDF_OGIM_current	CC-BY-4.0
EO1/HYPERION	EO-1 Hyperion Hyperspectral Imager	image_collection	ee.ImageCollection('EO1/HYPERION')	USGS	2001-05-01	2017-03-13	-180, -90, 180, 90	False	eo-1, hyperion, hyperspectral, satellite-imagery, usgs	https://storage.googleapis.com/earthengine-stac/catalog/EO1/EO1_HYPERION.json	https://developers.google.com/earth-engine/datasets/catalog/EO1_HYPERION	other
EPA/Ecoregions/2013/L3	US EPA Ecoregions (Level III)	table	ee.FeatureCollection('EPA/Ecoregions/2013/L3')	United States Environmental Protection Agency	2013-04-16	2013-04-17	-124.8, 24.5, -66.9, 49.4	False	ecoregions, ecosystems, epa, table	https://storage.googleapis.com/earthengine-stac/catalog/EPA/EPA_Ecoregions_2013_L3.json	https://developers.google.com/earth-engine/datasets/catalog/EPA_Ecoregions_2013_L3	other
EPA/Ecoregions/2013/L4	US EPA Ecoregions (Level IV)	table	ee.FeatureCollection('EPA/Ecoregions/2013/L4')	United States Environmental Protection Agency	2013-04-16	2013-04-17	-124.8, 24.5, -66.9, 49.4	False	ecoregions, ecosystems, epa, table	https://storage.googleapis.com/earthengine-stac/catalog/EPA/EPA_Ecoregions_2013_L4.json	https://developers.google.com/earth-engine/datasets/catalog/EPA_Ecoregions_2013_L4	other
ESA/CCI/FireCCI/5_1	FireCCI51: MODIS Fire_cci Burned Area Pixel Product, Version 5.1	image_collection	ee.ImageCollection('ESA/CCI/FireCCI/5_1')	European Space Agency (ESA) Climate Change Initiative (CCI) Programme, Fire ECV	2001-01-01	2020-12-01	-180, -90, 180, 90	False	burn, c3s, cci, climate-change, copernicus, esa, fire, firecci, firecci51, fragmentation, gcos, geophysical, global, human-modification, landcover, landscape-gradient, modis, monthly, stressors	https://storage.googleapis.com/earthengine-stac/catalog/ESA/ESA_CCI_FireCCI_5_1.json	https://developers.google.com/earth-engine/datasets/catalog/ESA_CCI_FireCCI_5_1	other
ESA/GLOBCOVER_L4_200901_200912_V2_3	GlobCover: Global Land Cover Map	image	ee.Image('ESA/GLOBCOVER_L4_200901_200912_V2_3')	ESA	2009-01-01	2010-01-01	-180, -90, 180, 90	False	esa, globcover, landcover, landuse-landcover	https://storage.googleapis.com/earthengine-stac/catalog/ESA/ESA_GLOBCOVER_L4_200901_200912_V2_3.json	https://developers.google.com/earth-engine/datasets/catalog/ESA_GLOBCOVER_L4_200901_200912_V2_3	other
ESA/WorldCereal/2021/MARKERS/v100	ESA WorldCereal Active Cropland 10 m v100	image_collection	ee.ImageCollection('ESA/WorldCereal/2021/MARKERS/v100')	ESA WorldCereal Consortium	2020-01-01	2021-12-31	-180, -90, 180, 90	False	agriculture, copernicus, crop, esa, global, landcover, landsat, sentinel1-derived, sentinel2-derived	https://storage.googleapis.com/earthengine-stac/catalog/ESA/ESA_WorldCereal_2021_MARKERS_v100.json	https://developers.google.com/earth-engine/datasets/catalog/ESA_WorldCereal_2021_MARKERS_v100	CC-BY-4.0
ESA/WorldCereal/2021/MODELS/v100	ESA WorldCereal 10 m v100	image_collection	ee.ImageCollection('ESA/WorldCereal/2021/MODELS/v100')	ESA WorldCereal Consortium	2020-01-01	2021-12-31	-180, -90, 180, 90	False	agriculture, copernicus, crop, esa, global, landcover, landsat, sentinel1-derived, sentinel2-derived	https://storage.googleapis.com/earthengine-stac/catalog/ESA/ESA_WorldCereal_2021_MODELS_v100.json	https://developers.google.com/earth-engine/datasets/catalog/ESA_WorldCereal_2021_MODELS_v100	CC-BY-4.0
ESA/WorldCereal/AEZ/v100	ESA WorldCereal AEZ v100	table	ee.FeatureCollection('ESA/WorldCereal/AEZ/v100')	ESA WorldCereal Consortium	2020-01-01	2022-01-01	-180, -90, 180, 90	False	agriculture, boundaries, crop, esa, global, table	https://storage.googleapis.com/earthengine-stac/catalog/ESA/ESA_WorldCereal_AEZ_v100.json	https://developers.google.com/earth-engine/datasets/catalog/ESA_WorldCereal_AEZ_v100	CC-BY-4.0
ESA/WorldCover/v100	ESA WorldCover 10m v100	image_collection	ee.ImageCollection('ESA/WorldCover/v100')	ESA WorldCover Consortium	2020-01-01	2021-01-01	-180, -90, 180, 90	False	esa, landcover, landuse, landuse-landcover, sentinel1-derived, sentinel2-derived	https://storage.googleapis.com/earthengine-stac/catalog/ESA/ESA_WorldCover_v100.json	https://developers.google.com/earth-engine/datasets/catalog/ESA_WorldCover_v100	CC-BY-4.0
ESA/WorldCover/v200	ESA WorldCover 10m v200	image_collection	ee.ImageCollection('ESA/WorldCover/v200')	ESA WorldCover Consortium	2021-01-01	2022-01-01	-180, -90, 180, 90	False	esa, landcover, landuse, landuse-landcover, sentinel1-derived, sentinel2-derived	https://storage.googleapis.com/earthengine-stac/catalog/ESA/ESA_WorldCover_v200.json	https://developers.google.com/earth-engine/datasets/catalog/ESA_WorldCover_v200	CC-BY-4.0
Estonia/Maamet/orthos/mono	Estonia mono orthophotos	image_collection	ee.ImageCollection('Estonia/Maamet/orthos/mono')	Estonia orthophotos	1993-01-01	2021-06-16	21.5, 57.3, 28.1, 59.5	False	estonia, orthophotos	https://storage.googleapis.com/earthengine-stac/catalog/Estonia/Estonia_Maamet_orthos_mono.json	https://developers.google.com/earth-engine/datasets/catalog/Estonia_Maamet_orthos_mono	other
Estonia/Maamet/orthos/mono_low_flying	Estonia mono low flying orthophotos	image_collection	ee.ImageCollection('Estonia/Maamet/orthos/mono_low_flying')	Estonia orthophotos	1993-01-01	2021-06-16	21.5, 57.3, 28.1, 59.5	False	estonia, low-flying, orthophotos	https://storage.googleapis.com/earthengine-stac/catalog/Estonia/Estonia_Maamet_orthos_mono_low_flying.json	https://developers.google.com/earth-engine/datasets/catalog/Estonia_Maamet_orthos_mono_low_flying	other
Estonia/Maamet/orthos/rgb	Estonia RGB orthophotos	image_collection	ee.ImageCollection('Estonia/Maamet/orthos/rgb')	Estonia orthophotos	1993-01-01	2021-06-16	21.5, 57.3, 28.1, 59.5	False	estonia, orthophotos, rgb	https://storage.googleapis.com/earthengine-stac/catalog/Estonia/Estonia_Maamet_orthos_rgb.json	https://developers.google.com/earth-engine/datasets/catalog/Estonia_Maamet_orthos_rgb	other
Estonia/Maamet/orthos/rgb_low_flying	Estonia RGB low flying orthophotos	image_collection	ee.ImageCollection('Estonia/Maamet/orthos/rgb_low_flying')	Estonia orthophotos	1993-01-01	2021-06-16	21.5, 57.3, 28.1, 59.5	False	estonia, low-flying, orthophotos, rgb	https://storage.googleapis.com/earthengine-stac/catalog/Estonia/Estonia_Maamet_orthos_rgb_low_flying.json	https://developers.google.com/earth-engine/datasets/catalog/Estonia_Maamet_orthos_rgb_low_flying	other
FAO/GAUL/2015/level0	FAO GAUL: Global Administrative Unit Layers 2015, Country Boundaries	table	ee.FeatureCollection('FAO/GAUL/2015/level0')	FAO UN	2014-12-19	2014-12-19	-180, -90, 180, 90	False	borders, countries, fao, gaul, infrastructure-boundaries, table, un	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_GAUL_2015_level0.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_GAUL_2015_level0	other
FAO/GAUL/2015/level1	FAO GAUL: Global Administrative Unit Layers 2015, First-Level Administrative Units	table	ee.FeatureCollection('FAO/GAUL/2015/level1')	FAO UN	2014-12-19	2014-12-19	-180, -90, 180, 90	False	borders, departments, fao, gaul, infrastructure-boundaries, provinces, states, table, un	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_GAUL_2015_level1.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_GAUL_2015_level1	other
FAO/GAUL/2015/level2	FAO GAUL: Global Administrative Unit Layers 2015, Second-Level Administrative Units	table	ee.FeatureCollection('FAO/GAUL/2015/level2')	FAO UN	2014-12-19	2014-12-19	-180, -90, 180, 90	False	borders, county, districts, fao, gaul, infrastructure-boundaries, table, un	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_GAUL_2015_level2.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_GAUL_2015_level2	other
FAO/GAUL_SIMPLIFIED_500m/2015/level0	FAO GAUL 500m Simplified: Global Administrative Unit Layers 2015, Country Boundaries	table	ee.FeatureCollection('FAO/GAUL_SIMPLIFIED_500m/2015/level0')	FAO UN	2014-12-19	2014-12-19	-180, -90, 180, 90	False	borders, countries, fao, gaul, infrastructure-boundaries, table, un	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_GAUL_SIMPLIFIED_500m_2015_level0.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_GAUL_SIMPLIFIED_500m_2015_level0	other
FAO/GAUL_SIMPLIFIED_500m/2015/level1	FAO GAUL 500m Simplified: Global Administrative Unit Layers 2015, First-Level Administrative Units	table	ee.FeatureCollection('FAO/GAUL_SIMPLIFIED_500m/2015/level1')	FAO UN	2014-12-19	2014-12-19	-180, -90, 180, 90	False	borders, departments, fao, gaul, infrastructure-boundaries, provinces, states, table, un	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_GAUL_SIMPLIFIED_500m_2015_level1.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_GAUL_SIMPLIFIED_500m_2015_level1	other
FAO/GAUL_SIMPLIFIED_500m/2015/level2	FAO GAUL 500m Simplified: Global Administrative Unit Layers 2015, Second-Level Administrative Units	table	ee.FeatureCollection('FAO/GAUL_SIMPLIFIED_500m/2015/level2')	FAO UN	2014-12-19	2014-12-19	-180, -90, 180, 90	False	borders, county, districts, fao, gaul, infrastructure-boundaries, table, un	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_GAUL_SIMPLIFIED_500m_2015_level2.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_GAUL_SIMPLIFIED_500m_2015_level2	other
FAO/GHG/1/DROSA_A	UN FAO Drained Organic Soils Area (Annual) 1.0	image_collection	ee.ImageCollection('FAO/GHG/1/DROSA_A')	FAO UN	1992-01-01	2018-01-01	-180, -90, 180, 90	False	agriculture, climate, climate-change, emissions, fao, ghg, organic-soils	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_GHG_1_DROSA_A.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_GHG_1_DROSA_A	other
FAO/GHG/1/DROSE_A	Drained Organic Soils Emissions (Annual) 1.0	image_collection	ee.ImageCollection('FAO/GHG/1/DROSE_A')	FAO UN	1992-01-01	2018-01-01	-180, -90, 180, 90	False	agriculture, climate, climate-change, emissions, fao, ghg, organic-soils	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_GHG_1_DROSE_A.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_GHG_1_DROSE_A	other
FAO/SOFO/1/FPP	Forest proximate people (FPP) 1.0	image_collection	ee.ImageCollection('FAO/SOFO/1/FPP')	FAO Forestry Division (FPP 1km)	2019-01-01	2019-01-01	-180, -90, 180, 90	False	agriculture, fao, forest, global, plant-productivity, population, rural-area	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_SOFO_1_FPP.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_SOFO_1_FPP	CC-BY-4.0
FAO/SOFO/1/TPP	Tree proximate people (TPP) 1.0	image_collection	ee.ImageCollection('FAO/SOFO/1/TPP')	FAO Forestry Division (TPP 500m cropland)	2019-01-01	2019-01-01	-180, -90, 180, 90	False	agriculture, fao, forest, global, plant-productivity, population, rural-area	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_SOFO_1_TPP.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_SOFO_1_TPP	CC-BY-4.0
FAO/WAPOR/2/L1_AETI_D	WAPOR Actual Evapotranspiration and Interception 2.0	image_collection	ee.ImageCollection('FAO/WAPOR/2/L1_AETI_D')	FAO UN	2009-01-01	2023-03-01	-30.0044643, -40.0044644, 65.0044644, 40.0044643	False	agriculture, fao, wapor, water, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_WAPOR_2_L1_AETI_D.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_WAPOR_2_L1_AETI_D	other
FAO/WAPOR/2/L1_E_D	WAPOR Dekadal Evaporation 2.0	image_collection	ee.ImageCollection('FAO/WAPOR/2/L1_E_D')	FAO UN	2009-01-01	2023-03-01	-30.0044643, -40.0044644, 65.0044644, 40.0044643	False	agriculture, fao, wapor, water, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_WAPOR_2_L1_E_D.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_WAPOR_2_L1_E_D	other
FAO/WAPOR/2/L1_I_D	WAPOR Dekadal Interception 2.0	image_collection	ee.ImageCollection('FAO/WAPOR/2/L1_I_D')	FAO UN	2009-01-01	2023-03-01	-30.0044643, -40.0044644, 65.0044644, 40.0044643	False	agriculture, fao, wapor, water, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_WAPOR_2_L1_I_D.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_WAPOR_2_L1_I_D	other
FAO/WAPOR/2/L1_NPP_D	WAPOR Dekadal Net Primary Production 2.0	image_collection	ee.ImageCollection('FAO/WAPOR/2/L1_NPP_D')	FAO UN	2009-01-01	2023-03-01	-30.0044643, -40.0044644, 65.0044644, 40.0044643	False	agriculture, fao, plant-productivity, wapor, water	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_WAPOR_2_L1_NPP_D.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_WAPOR_2_L1_NPP_D	other
FAO/WAPOR/2/L1_RET_D	WAPOR Dekadal Reference Evapotranspiration 2.0	image_collection	ee.ImageCollection('FAO/WAPOR/2/L1_RET_D')	FAO UN	2009-01-01	2023-03-11	-30.15, -39.9953437, 65.13, 40.0044643	False	agriculture, fao, wapor, water, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_WAPOR_2_L1_RET_D.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_WAPOR_2_L1_RET_D	other
FAO/WAPOR/2/L1_RET_E	WAPOR Daily Reference Evapotranspiration 2.0	image_collection	ee.ImageCollection('FAO/WAPOR/2/L1_RET_E')	FAO UN	2009-01-01	2023-03-20	-30.15, -39.9953437, 65.13, 40.0044643	False	agriculture, fao, wapor, water, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_WAPOR_2_L1_RET_E.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_WAPOR_2_L1_RET_E	other
FAO/WAPOR/2/L1_T_D	WAPOR Dekadal Transpiration 2.0	image_collection	ee.ImageCollection('FAO/WAPOR/2/L1_T_D')	FAO UN	2009-01-01	2023-03-01	-30.0044643, -40.0044644, 65.0044644, 40.0044643	False	agriculture, fao, wapor, water, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/FAO/FAO_WAPOR_2_L1_T_D.json	https://developers.google.com/earth-engine/datasets/catalog/FAO_WAPOR_2_L1_T_D	other
FIRMS	FIRMS: Fire Information for Resource Management System	image_collection	ee.ImageCollection('FIRMS')	NASA / LANCE / EOSDIS	2000-11-01	2025-06-03	-180, -90, 180, 90	False	eosdis, fire, firms, geophysical, hotspot, lance, modis, nasa, thermal	https://storage.googleapis.com/earthengine-stac/catalog/FIRMS/FIRMS.json	https://developers.google.com/earth-engine/datasets/catalog/FIRMS	other
FORMA/FORMA_500m	FORMA Global Forest Watch Deforestation Alerts, 500m [deprecated]	image	ee.Image('FORMA/FORMA_500m')	Global Forest Watch, World Resources Institute	2006-01-01	2015-06-10	-180, -90, 180, 90	True	alerts, deforestation, fire, forest, forma, geophysical, gfw, modis, nasa, wri	https://storage.googleapis.com/earthengine-stac/catalog/FORMA/FORMA_FORMA_500m.json	https://developers.google.com/earth-engine/datasets/catalog/FORMA_FORMA_500m	other
Finland/MAVI/VV/50cm	Finland NRG NLS orthophotos 50 cm by Mavi	image_collection	ee.ImageCollection('Finland/MAVI/VV/50cm')	NLS orthophotos	2015-01-01	2018-01-01	18, 59, 29.2, 69.4	False	falsecolor, finland, mavi, nrg, orthophotos	https://storage.googleapis.com/earthengine-stac/catalog/Finland/Finland_MAVI_VV_50cm.json	https://developers.google.com/earth-engine/datasets/catalog/Finland_MAVI_VV_50cm	CC-BY-4.0
Finland/SMK/V/50cm	Finland RGB NLS orthophotos 50 cm by SMK	image_collection	ee.ImageCollection('Finland/SMK/V/50cm')	NLS orthophotos	2015-01-01	2023-01-01	18, 59, 29.2, 69.4	False	finland, orthophotos, rgb, smk	https://storage.googleapis.com/earthengine-stac/catalog/Finland/Finland_SMK_V_50cm.json	https://developers.google.com/earth-engine/datasets/catalog/Finland_SMK_V_50cm	other
Finland/SMK/VV/50cm	Finland NRG NLS orthophotos 50 cm by SMK	image_collection	ee.ImageCollection('Finland/SMK/VV/50cm')	NLS orthophotos	2015-01-01	2022-01-01	18, 59, 29.2, 69.4	False	falsecolor, finland, nrg, orthophotos, smk	https://storage.googleapis.com/earthengine-stac/catalog/Finland/Finland_SMK_VV_50cm.json	https://developers.google.com/earth-engine/datasets/catalog/Finland_SMK_VV_50cm	other
GFW/GFF/V1/fishing_hours	GFW (Global Fishing Watch) Daily Fishing Hours	image_collection	ee.ImageCollection('GFW/GFF/V1/fishing_hours')	Global Fishing Watch	2012-01-01	2017-01-01	-180, -90, 180, 90	False	fishing, gfw, marine, monthly, ocean, oceans	https://storage.googleapis.com/earthengine-stac/catalog/GFW/GFW_GFF_V1_fishing_hours.json	https://developers.google.com/earth-engine/datasets/catalog/GFW_GFF_V1_fishing_hours	CC-BY-SA-4.0
GFW/GFF/V1/vessel_hours	GFW (Global Fishing Watch) Daily Vessel Hours	image_collection	ee.ImageCollection('GFW/GFF/V1/vessel_hours')	Global Fishing Watch	2012-01-01	2017-01-01	-180, -90, 180, 90	False	fishing, gfw, marine, monthly, ocean, oceans	https://storage.googleapis.com/earthengine-stac/catalog/GFW/GFW_GFF_V1_vessel_hours.json	https://developers.google.com/earth-engine/datasets/catalog/GFW_GFF_V1_vessel_hours	CC-BY-SA-4.0
GLCF/GLS_TCC	GLCF: Landsat Tree Cover Continuous Fields [deprecated]	image_collection	ee.ImageCollection('GLCF/GLS_TCC')	NASA LP DAAC at the USGS EROS Center	2000-01-01	2010-12-31	-180, -90, 180, 90	True	forest, forest-biomass, glcf, landsat-derived, nasa, umd	https://storage.googleapis.com/earthengine-stac/catalog/GLCF/GLCF_GLS_TCC.json	https://developers.google.com/earth-engine/datasets/catalog/GLCF_GLS_TCC	other
GLCF/GLS_WATER	GLCF: Landsat Global Inland Water	image_collection	ee.ImageCollection('GLCF/GLS_WATER')	NASA LP DAAC at the USGS EROS Center	2000-01-01	2000-12-31	-180, -90, 180, 90	False	glcf, landsat-derived, nasa, surface-ground-water, umd, water	https://storage.googleapis.com/earthengine-stac/catalog/GLCF/GLCF_GLS_WATER.json	https://developers.google.com/earth-engine/datasets/catalog/GLCF_GLS_WATER	other
GLIMS/2016	GLIMS 2016: Global Land Ice Measurements From Space [deprecated]	table	ee.FeatureCollection('GLIMS/2016')	National Snow and Ice Data Center (NSDIC)	1870-01-01	2011-11-09	-180, -90, 180, 90	True	cryosphere, glacier, glims, ice, landcover, nasa, nsidc, snow, table	https://storage.googleapis.com/earthengine-stac/catalog/GLIMS/GLIMS_2016.json	https://developers.google.com/earth-engine/datasets/catalog/GLIMS_2016	other
GLIMS/20171027	GLIMS 2017: Global Land Ice Measurements From Space [deprecated]	table	ee.FeatureCollection('GLIMS/20171027')	National Snow and Ice Data Center (NSDIC)	1850-01-01	2016-08-19	-180, -90, 180, 90	True	cryosphere, glacier, glims, ice, landcover, nasa, nsidc, snow, table	https://storage.googleapis.com/earthengine-stac/catalog/GLIMS/GLIMS_20171027.json	https://developers.google.com/earth-engine/datasets/catalog/GLIMS_20171027	other
GLIMS/20210914	GLIMS 2021: Global Land Ice Measurements From Space [deprecated]	table	ee.FeatureCollection('GLIMS/20210914')	National Snow and Ice Data Center (NSDIC)	1750-01-01	2019-07-18	-180, -90, 180, 90	True	cryosphere, glacier, glims, ice, landcover, nasa, nsidc, snow, table	https://storage.googleapis.com/earthengine-stac/catalog/GLIMS/GLIMS_20210914.json	https://developers.google.com/earth-engine/datasets/catalog/GLIMS_20210914	other
GLIMS/20230607	GLIMS 2023: Global Land Ice Measurements From Space	table	ee.FeatureCollection('GLIMS/20230607')	National Snow and Ice Data Center (NSDIC)	1750-01-01	2023-06-07	-180, -90, 180, 90	False	cryosphere, glacier, glims, ice, landcover, nasa, nsidc, snow, table	https://storage.googleapis.com/earthengine-stac/catalog/GLIMS/GLIMS_20230607.json	https://developers.google.com/earth-engine/datasets/catalog/GLIMS_20230607	other
GLIMS/current	GLIMS Current: Global Land Ice Measurements From Space	table	ee.FeatureCollection('GLIMS/current')	National Snow and Ice Data Center (NSDIC)	1750-01-01	2023-06-07	-180, -90, 180, 90	True	cryosphere, glacier, glims, ice, landcover, nasa, nsidc, snow, table	https://storage.googleapis.com/earthengine-stac/catalog/GLIMS/GLIMS_current.json	https://developers.google.com/earth-engine/datasets/catalog/GLIMS_current	other
GLOBAL_FLOOD_DB/MODIS_EVENTS/V1	Global Flood Database v1 (2000-2018)	image_collection	ee.ImageCollection('GLOBAL_FLOOD_DB/MODIS_EVENTS/V1')	Cloud to Street (C2S) / Dartmouth Flood Observatory (DFO)	2000-02-17	2018-12-10	-180, -90, 180, 90	False	c2s, cloudtostreet, dartmouth, dfo, flood, gfd, inundation, surface, surface-ground-water, water	https://storage.googleapis.com/earthengine-stac/catalog/GLOBAL_FLOOD_DB/GLOBAL_FLOOD_DB_MODIS_EVENTS_V1.json	https://developers.google.com/earth-engine/datasets/catalog/GLOBAL_FLOOD_DB_MODIS_EVENTS_V1	CC-BY-NC-4.0
GOOGLE/AirView/California_Unified_2015_2019	Google Street View Air Quality: High Resolution Air Pollution Mapping in California	table	ee.FeatureCollection('GOOGLE/AirView/California_Unified_2015_2019')	Google / Aclima	2015-05-28	2019-06-07	-180, -90, 180, 90	False	air-quality, atmosphere, nitrogen-dioxide, pollution, table	https://storage.googleapis.com/earthengine-stac/catalog/GOOGLE/GOOGLE_AirView_California_Unified_2015_2019.json	https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_AirView_California_Unified_2015_2019	CC-BY-NC-4.0
GOOGLE/CLOUD_SCORE_PLUS/V1/S2_HARMONIZED	Cloud Score+ S2_HARMONIZED V1	image_collection	ee.ImageCollection('GOOGLE/CLOUD_SCORE_PLUS/V1/S2_HARMONIZED')	Google Earth Engine	2015-06-27	2025-06-03	-180, -90, 180, 90	False	cloud, google, satellite-imagery, sentinel2-derived	https://storage.googleapis.com/earthengine-stac/catalog/GOOGLE/GOOGLE_CLOUD_SCORE_PLUS_V1_S2_HARMONIZED.json	https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_CLOUD_SCORE_PLUS_V1_S2_HARMONIZED	CC-BY-4.0
GOOGLE/DYNAMICWORLD/V1	Dynamic World V1	image_collection	ee.ImageCollection('GOOGLE/DYNAMICWORLD/V1')	World Resources Institute	2015-06-27	2025-06-03	-180, -90, 180, 90	False	global, google, landcover, landuse, landuse-landcover, nrt, sentinel2-derived	https://storage.googleapis.com/earthengine-stac/catalog/GOOGLE/GOOGLE_DYNAMICWORLD_V1.json	https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_DYNAMICWORLD_V1	CC-BY-4.0
GOOGLE/GLOBAL_CCDC/V1	Google Global Landsat-based CCDC Segments (1999-2019)	image_collection	ee.ImageCollection('GOOGLE/GLOBAL_CCDC/V1')	Google	1999-01-01	2020-01-01	-180, -60, 180, 72	False	change-detection, google, landcover, landsat-derived, landuse, landuse-landcover	https://storage.googleapis.com/earthengine-stac/catalog/GOOGLE/GOOGLE_GLOBAL_CCDC_V1.json	https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_GLOBAL_CCDC_V1	CC-BY-4.0
GOOGLE/Research/open-buildings-temporal/v1	Open Buildings Temporal V1	image_collection	ee.ImageCollection('GOOGLE/Research/open-buildings-temporal/v1')	Google Research - Open Buildings	2016-06-30	2023-06-30	-180, -90, 180, 90	False	africa, annual, asia, building-height, built-up, height, high-resolution, open-buildings, population, south-asia, southeast-asia	https://storage.googleapis.com/earthengine-stac/catalog/GOOGLE/GOOGLE_Research_open-buildings-temporal_v1.json	https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_Research_open-buildings-temporal_v1	CC-BY-4.0
GOOGLE/Research/open-buildings/v1/polygons	Open Buildings V1 Polygons [deprecated]	table	ee.FeatureCollection('GOOGLE/Research/open-buildings/v1/polygons')	Google Research - Open Buildings	2021-04-30	2021-04-30	-180, -90, 180, 90	True	africa, building, built-up, open-buildings, population, structure, table	https://storage.googleapis.com/earthengine-stac/catalog/GOOGLE/GOOGLE_Research_open-buildings_v1_polygons.json	https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_Research_open-buildings_v1_polygons	CC-BY-4.0
GOOGLE/Research/open-buildings/v2/polygons	Open Buildings V2 Polygons [deprecated]	table	ee.FeatureCollection('GOOGLE/Research/open-buildings/v2/polygons')	Google Research - Open Buildings	2022-08-30	2022-08-30	-180, -90, 180, 90	True	africa, asia, building, built-up, open-buildings, population, south-asia, southeast-asia, structure, table	https://storage.googleapis.com/earthengine-stac/catalog/GOOGLE/GOOGLE_Research_open-buildings_v2_polygons.json	https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_Research_open-buildings_v2_polygons	CC-BY-4.0
GOOGLE/Research/open-buildings/v3/polygons	Open Buildings V3 Polygons	table	ee.FeatureCollection('GOOGLE/Research/open-buildings/v3/polygons')	Google Research - Open Buildings	2023-05-30	2023-05-30	-180, -90, 180, 90	False	africa, asia, building, built-up, open-buildings, population, south-asia, southeast-asia, structure, table	https://storage.googleapis.com/earthengine-stac/catalog/GOOGLE/GOOGLE_Research_open-buildings_v3_polygons.json	https://developers.google.com/earth-engine/datasets/catalog/GOOGLE_Research_open-buildings_v3_polygons	CC-BY-4.0
GRIDMET/DROUGHT	GRIDMET DROUGHT: CONUS Drought Indices	image_collection	ee.ImageCollection('GRIDMET/DROUGHT')	University of California Merced	1980-01-05	2025-05-30	-124.9, 24.9, -66.8, 49.6	False	climate, climatic-water-balance, conus, crop, drought, eddi, evapotranspiration, geophysical, gridmet, merced, metdata, palmer, pdsi, precipitation, spei, spi, surface-ground-water, water-vapor	https://storage.googleapis.com/earthengine-stac/catalog/GRIDMET/GRIDMET_DROUGHT.json	https://developers.google.com/earth-engine/datasets/catalog/GRIDMET_DROUGHT	other
